City,cityID,clusterID,Country,modeCar,modePT,modeBike,modeWalk,gasPrice,rdDeath,subLen,subLenD,subStPHK,subRidPC,subAge,BRTLen,BRTLenD,BRTStPHK,BRTFlPHK,BRTRidPC,BRTAge,bsSt,bsStPHK,bsBikes,bsBikPHK,bsAge,congest,AMPeak,PMPeak,TI,TTI,inefInd,pop,land,popDen,poCh9000,poCh0010,poCh1020,poCh2025,ur15,urCh1525,GDPPCP,unemploy,costLiv,rent,grocery,restaPri,locPurPo,gini,poverty,lifeExp,safety,internet,digital,innovat,smartphon,CO2EmsPC,polluI,stLenT,stLenD,stLenAvg,intersT,intersD,k_avg,stPerNode,circuity,loopP,highwayP
Dalian,63,6,China,,43,,,1.16,18.8,141,0.181467181,1.302325581,24.13953488,14,14,0.018018018,0.255813953,1.488372093,6.069767442,10,0,0,0,0,0,,,,,,,4300000,777,5500,948960,472165,762034,415737,55.6,9.8,17879,2.61,,,,,,0.32,,76.1,,50.1,0.43,38,58,10.3,,1865682.941,1889744471,245.355463,4473,1012.896902,5.279872965,3.028979754,1.086058182,0.001954887,0.011084471
Suzhou,64,6,China,,,,,1.16,18.8,66.14,0.052119779,1.096654275,25.33457249,5,0,0,0,0,0,0,976,18.14126394,22940,426.394052,8,32,54,56,,,,5380000,1269,4200,1009573,1549915,2017755,566797,55.6,9.8,21988,2.12,39.46,14.46,40.11,30.49,74.41,0.32,,76.1,,50.1,0.43,39,58,7.550916485,78.85,5302841.937,4893510003,328.9808261,9281,922.8089507,4.956344191,3.155080214,1.051407535,0.002040176,0.028038959
Wuxi,65,6,China,,,,,1.16,18.8,56,0.075880759,1.226158038,19.67302452,3,0,0,0,0,0,0,27,0.735694823,1500,40.8719346,2,24,38,50,,,,3670000,738,5000,842807,1387165,1428414,490635,55.6,9.8,21040,2.12,,,,,,0.39,,76.1,,50.1,0.43,36,58,7.550916485,,3989768.892,3692504041,323.6609793,7052,925.4932155,4.553641732,3.048966535,1.052348295,0.001837242,0.022637797
Changsha,66,6,China,,,3.2,,1.16,18.8,50.2,0.076060606,1.139072848,33.90728477,3,0,0,0,0,0,0,0,0,0,0,0,45,70,82,,,,3775000,660,5700,1093269,1029444,1260780,468987,55.6,9.8,18688,2.89,,,,,,0.32,,76.1,,50.1,0.43,,58,7.550916485,,4079170.243,3649871086,286.4384694,8083,894.7582151,4.50311092,3.066294787,1.062407292,0.001238744,0.047083875
Urumqi,67,6,China,21.7,54.7,,,1.16,18.8,0,0,0,0,0,66,0.134146341,2.53776435,9.123867069,34.44108761,7,0,0,0,0,0,,,,,,,3310000,492,6700,556511,1249115,1610288,491541,55.6,9.8,12189,3.4,,,,,,0.32,,76.1,,50.1,0.43,,58,7.550916485,,8891135.865,216952973.8,546.9448736,9567,24.40104134,4.736408567,2.680313015,1.064156975,0.000347826,0.060127854
Hefei,68,6,China,42,24.6,2.7,,1.16,18.8,24.6,0.033931034,0.616621984,0,1,7,0.009655172,0.241286863,1.742627346,5.247989276,8,0,0,0,0,0,,,,,,,3730000,725,5100,432769,1297253,1719219,495298,55.6,9.8,11809,3.3,,,,,,0.32,,76.1,,50.1,0.43,32,58,7.550916485,,4311202.401,4000566882,297.2832989,8118,927.9468951,4.416571559,3.322072586,1.027265274,0.000723552,0.014996283
Fuzhou,69,6,China,,,37,26,1.16,18.8,24.89,0.056568182,0.514705882,0,1,0,0,0,0,0,0,59,1.446078431,1400,34.31372549,2,39,60,76,,,,4080000,440,9300,1102863,821207,1030522,405672,55.6,9.8,12140,2.42,,,,,,0.34,,76.1,,50.1,0.43,34,58,7.550916485,,13240098.34,424050559.3,522.024143,17980,32.02774998,4.266268062,2.530293971,1.214926125,0.00067738,0.078837934
Shijiazhuang,70,6,China,5,7.16,47.28,26.82,1.16,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,70,84,,,,3535000,622,5700,542084,826375,1045637,402566,55.6,9.8,12405,3.65,,,,,,0.32,,76.1,,50.1,0.43,,58,5,,11371437.37,446668289.5,910.8809171,7167,39.27984432,5.024757057,2.899699213,1.078266439,0.000276281,0.082443629
Xiamen,71,6,China,,,,,1.16,18.8,0,0,0,0,0,49,0.084048027,0.84835631,4.665959703,21.6330859,10,0,0,0,0,0,31,51,72,,,,4715000,583,8100,777063,1285036,1686704,480772,55.6,9.8,14606,3.23,,,,,,0.32,,76.1,,50.1,0.43,38,58,7.550916485,,2364948.091,2049447314,270.0328946,5143,866.592938,4.432235702,3.042287695,1.068319152,0.002189724,0.021492409
Ningbo,72,6,China,15,66,2,15,1.16,18.8,74.5,0.100948509,1.309370988,9.704749679,3,0,0,0,0,0,0,600,15.40436457,15000,385.1091142,2,34,58,69,,,,3895000,738,5300,1009090,988984,1209519,414089,55.6,9.8,16468,2.16,,,,,,0.32,,76.1,,50.1,0.43,37,58,9.9,,17855979.67,783928691.9,439.8674598,22668,43.90286653,4.778182359,3.0193208,1.111216378,0.000777605,0.041054172
Bogota,73,8,Colombia,15,47.5,2.3,15.1,0.83,16.8,0,0,0,0,0,113,0.201067616,1.418067227,17.82563025,59.3592437,10,0,0,0,0,0,,,,181.89,47.23,234,9520000,562,16900,1615444,2146513,2076481,790216,76.4,2.6,21497,9.6,36.87,14.41,31.25,26.85,38.72,0.54,22,77.15,36.67,61.6,0.45,39,,1.893127874,74.1,7635515.314,6048847310,85.25586549,52355,792.1989626,5.198718486,3.005585655,1.062509412,0.000580773,0
Medellin,74,2,Colombia,12.8,40.5,1,30.3,0.83,16.8,31.3,0.129875519,0.702210663,47.68530559,22,18,0.074688797,0.754226268,1.742522757,4.681404421,7,50,1.300390117,1400,36.41092328,7,,,,,,,3845000,241,16000,588902,871104,902105,375899,76.4,2.6,11466,,31.85,7.55,27.64,22.43,44.52,0.56,24.6,74.8,47.68,61.6,0.45,41,,1.893127874,63.72,4304791.47,3419286880,127.822064,19554,794.2979128,5.077945619,2.909149763,1.157043437,0.000645951,0
Kinshasa,75,4,Democratic Republic of the Congo,,,,,1.12,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11380000,583,19500,1894282,3001047,3907049,2212987,42.5,5.3,388.3,,,,,,,0.39,61.6,59.8,,3.8,0.13,17,,0.038311184,,5662358.948,4485981307,108.63664,28937,792.2460141,5.749735891,2.899666389,1.027114402,0.000232088,0
Lubumbashi,76,3,Democratic Republic of the Congo,,,,,1.12,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2080000,155,13400,313048,525367,756385,446972,42.5,5.3,388.3,,,,,,,,61.6,59.8,,3.8,0.13,,,0.038311184,,3894538.934,3142684063,164.4236652,13861,806.9463719,5.804177707,2.920635899,1.0396066,0.000212323,0
Brazzaville,77,3,Congo,,,,,0.89,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1915000,181,10600,318126,535504,516590,290099,65.4,4,2798.1,,,,,,,0.45,43.3,64.7,,8.2,0.17,,,0.56494545,,3836065.181,3038891338,92.7885729,22611,792.1897035,5.773535639,2.917889908,1.017837433,0.0000244,0
San Jose,78,1,Costa Rica,,,,,1.1,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1720000,414,4200,294880,434107,453455,196083,76.8,6.5,9714.1,,61.38,21.88,61.12,48.87,44.63,0.47,19.4,79.6,43.35,84.7,0.52,34,,1.618286928,49.59,7394836.703,4766556950,149.2097801,28285,644.5790679,4.820209829,2.735450028,1.100595153,0.002428575,0.025694118
Havana,79,1,Cuba,,,,,1.29,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2030000,311,6500,78251,-58755,-111335,9638,77.1,1.3,22377,,,,,,,,,79.1,,25.7,0.38,22,,3.462227387,,3618826.913,3104568570,114.5234632,17778,857.8936335,5.51833192,3.153090238,1.03773185,0.000994341,0.012868078
Prague,80,12,Czech Republic,33,43,1,23,1.53,2.3,65.2,0.218791946,4.420289855,326.1594203,43,10,0.033557047,,,3.913043478,,0,0,0,0,0,28,54,46,120.68,37.04,96.03,1380000,298,4600,-40021,92786,108503,56209,73,0.5,28999,3.8,44.15,19.86,36.94,33.09,81.25,,8.6,78.5,69.05,74.1,0.66,46,,13,38.37,5022813.186,5556191299,128.6218838,22841,1106.191111,4.815632965,2.762779666,1.066946778,0.003925547,0
Copenhagen,81,13,Denmark,33,20,30,17,1.8,3.1,20.4,0.033116883,1.725490196,43.92156863,15,0,0,0,0,0,0,17,1.333333333,250,19.60784314,5,23,47,40,99.76,31.48,123.45,1275000,616,2000,41841,115226,137668,67205,87.7,1.5,78145,7.2,89,46.43,67.49,109.33,110.63,,,76.85,77.48,94.6,0.83,49,,7.1,26.45,3323014.267,4636919372,117.0858767,16150,1395.395565,4.8481492,2.684653981,1.051097765,0.003690613,0.021699467
Santo Domingo,82,2,Dominican Republic,,,,,1.26,29.3,27.4,0.064168618,0.825309491,18.21182944,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3635000,427,8500,290576,340772,459214,255224,79,6.4,6909.1,,53.35,14.93,46.62,42.91,23.97,0.58,36.3,73.9,33.28,58.5,0.42,32,,2.146755872,81.53,5728294.384,4765903683,100.8697879,33351,831.9934981,5.421344316,2.887075453,1.055830114,0.001631857,0.013172137
Guayaquil,83,8,Ecuador,,,,,0.39,20.1,0,0,0,0,0,45,0.146103896,2.325581395,4.114490161,28.44364937,12,0,0,0,0,0,,,,,,,2795000,308,9100,505760,195758,324491,267793,63.7,2.7,5191.1,,49.83,13.75,43.53,37.69,39.94,0.49,16.4,76.2,36.02,77.4,0.41,28,,2.779287585,,6190991.139,1045918392,88.93824364,40063,168.9419946,5.576518147,3.089223047,1.055001784,0.001402022,0
Quito,84,8,Ecuador,22.6,61.7,0.3,15.4,0.39,20.1,0,0,0,0,0,69,0.128731343,4.270613108,24.31289641,105.6780127,23,25,1.057082452,425,17.97040169,6,,,,,,,2365000,536,4400,269603,240338,335990,208421,63.7,2.7,5191.1,,46.41,15.9,42.99,35.54,36.1,0.51,16.4,76.2,45.25,77.4,0.41,33,,2.779287585,66.79,4843218.065,6896621850,103.6980637,26851,1423.975084,5.094471316,2.86398702,1.071038158,0.000769157,0.00484411
Cairo,85,4,Egypt,32.2,30,,,0.37,12.8,77.9,0.044236229,0.383406662,82.58956631,30,0,0,0,0,0,0,0,0,0,0,0,,,,267.89,53.72,314.85,15910000,1761,9000,1108680,861508,2222457,1486341,43.1,1.9,7843,11.9,36.08,9.25,31.87,31.31,35.06,0.34,15.3,73.45,42.65,38.6,0.4,38,,2.431261947,96.15,11669074.97,2757217120,122.8608201,57579,236.2841207,5.230089202,3.027079643,1.061424298,0.002965639,0.035212909
Alexandria,86,2,Egypt,,,,,0.37,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4775000,293,16300,528588,808170,1117087,671921,43.1,1.9,7100,,,,,,,0.34,15.3,70.9,43.07,38.6,0.4,34,,2.431261947,92.35,1586712.995,1462651328,108.101444,8834,921.8121572,5.701517886,3.120157096,1.035170355,0.000223405,0.04932966
San Salvador,87,2,El Salvador,,,,,0.92,21.1,0,0,0,0,0,6,0.028985507,,,5.31147541,5,0,0,0,0,0,,,,,,,1525000,207,7400,278402,322418,339775,176476,66.7,4.3,3802.9,,45.73,9.95,39.91,34.7,32.22,0.41,28.5,73.5,24.21,28.5,0.38,33,,1.044162516,,3730117.616,3030330178,119.0893818,17427,812.3953425,4.724975141,2.593553199,1.093847626,0.002455236,0.011616172
Addis Ababa,88,3,Ethiopia,7,55,8,30,0.68,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3465000,474,7300,585780,542029,961902,824645,19.5,4.7,6000,,45.8,22.11,38.24,23.82,16.38,0.61,25.7,64.8,55.72,4.4,0.1,22,4,0.112462805,84.51,5227096.285,6308259649,90.71355185,34555,1206.838234,5.453475856,2.885448219,1.051272148,0.000403948,0.003565848
Helsinki,89,13,Finland,21,34,11,32,1.78,2.2,21.1,0.032917317,1.393442623,50.81967213,35,28,0.043681747,2.868852459,,7.37704918,15,0,0,0,0,0,26,40,48,112.62,35.23,105.28,1220000,641,1800,147932,102739,122187,60435,84.2,1.4,65438,6.2,80.54,38.48,68.19,89.98,115.22,,,78.4,71.41,91.5,0.79,46,,15.8,19.06,2391663.262,2179857793,112.1267352,12131,911.4400959,4.383489018,2.694142893,1.068794706,0.003167655,0.01952726
Paris,90,11,France,12,33,3,47,1.84,2.8,214,0.075219684,2.778288868,140.3863845,117,41,0.014411248,0.496780129,0.653173873,2.470101196,25,1229,11.30634775,14500,133.3946642,11,38,68,66,150.15,38.73,117.34,10870000,2845,3700,408940,777107,1164656,481828,79.5,2.2,71671,8.9,83.82,45.54,77.1,84.29,97.36,,,83,47.97,83.3,0.72,54,49,7.9,67.65,2571981.812,14853757254,97.79398524,15863,5775.218621,4.070465213,3.148535441,1.024124631,0.001518027,0.008955102
Marseille,91,13,France,54,11,1,34,1.86,6.2,21.5,0.031204644,1.739130435,49.56521739,40,0,0,0,0,0,0,122,7.577639752,672,41.73913043,11,40,62,75,,,,1610000,689,2300,57886,109352,211376,102847,79.5,2.2,40203,11.4,65.23,22.58,57.58,69.02,102.28,,,82.4,39.46,83.3,0.72,42,49,9.5,65.33,2017026.389,3325429814,95.95292273,12384,1648.679379,4.415161764,2.675387659,1.09999217,0.004885099,0.018914057
Lyon,92,13,France,44,19,2,34,1.85,5.1,32,0.027164686,2.44648318,121.0397554,39,19,0.016129032,0.611620795,0.305810398,0.862385321,12,346,21.16207951,3200,195.7186544,13,29,55,55,,,,1635000,1178,1400,96647,109232,211227,102785,79.5,2.2,56464,8.6,80.29,23.52,75.47,73.89,105.06,,,82.4,58.47,83.3,0.72,46,49,7.1,,1325889.958,12025304162,107.7083637,7358,9069.609504,4.362665372,3.008132055,1.058278365,0.0031716,0.013407942
Lille,93,13,France,57,10,2,32,1.78,4.1,45,0.101580135,5.660377358,99.05660377,34,6,0.013544018,5.188679245,3.490566038,0.943396226,10,215,20.28301887,1100,103.7735849,7,22,48,47,,,,1060000,443,2400,42292,30988,141404,76129,79.5,2.2,37835,14.6,74.24,23.79,63.6,71.1,99.31,,,82.4,,83.3,0.72,40,49,6.8,,935264.1582,12500218991,95.78698875,5931,13365.44214,4.538837106,2.905459387,1.055629008,0.005280657,0.015071572
Nice,94,13,France,48,11,1,40,1.87,6.2,0,0,0,0,0,30,0.040322581,5.154639175,,17.93814433,,175,18.04123711,1750,180.4123711,2,29,44,56,,,,970000,744,1300,44833,81176,149937,73685,79.5,2.2,43226,9.7,78.06,29.31,64.68,90.45,101.88,,,82.4,56.43,83.3,0.72,42,49,6.8,,981124.7876,6697028458,140.2608703,4121,6825.868169,4.35503876,2.722093023,1.215631081,0.00258099,0.02065662
Toulouse,95,13,France,66,9,3,21,1.84,6.7,28.2,0.034771887,3.87434555,115.9162304,24,11,0.013563502,1.780104712,,4.178010471,10,280,29.31937173,2465,258.1151832,11,27,59,56,,,,955000,811,1200,123716,139248,161386,70932,79.5,2.2,50061,8.6,76.26,25.36,70.22,79.43,119.48,,,82.4,59.02,83.3,0.72,42,49,6.4,,1975778.768,9819477245,101.9020459,11926,4969.927506,4.775967564,2.837817914,1.099692381,0.014910629,0.030833827
Bordeaux,96,13,France,67,9,3,21,1.76,7.1,0,0,0,0,0,0,0,0,0,0,0,139,14.63157895,1545,162.6315789,2,31,58,67,,,,950000,812,1200,64879,77482,133236,65039,79.5,2.2,41631,9,,,,,,,,82.4,,83.3,0.72,41,49,5.8,,1016051.401,10465210107,95.5474329,6482,10299.88256,4.586547835,2.976465673,1.047528362,0.003886325,0.008597914
Tbilisi,97,2,Georgia,,,,,0.93,11.8,27.1,0.110162602,2,90,51,0,0,0,0,0,0,0,0,0,0,0,,,,136.8,39.1,137.27,1100000,246,4500,-124035,17026,32211,17856,53.6,2.5,4084,,31.82,10.51,24.73,31.36,34.99,0.37,10.5,74.4,79.27,48.9,0.37,32,,1.988881356,77.51,2552597.53,2942098816,161.3831656,9194,1152.590168,4.777618122,2.67821824,1.095135777,0.001026113,0.00107361
Berlin,98,11,Germany,31,26,13,30,1.62,1.4,151.7,0.112620638,4.23500612,126.6585067,115,0,0,0,0,0,0,50,1.223990208,300,7.343941249,9,29,43,50,99.38,33.55,128.2,4085000,1347,3000,-37245,65659,135487,83158,75.3,2.2,41646,9.9,65.81,27.98,51.96,57.53,118.5,,,85,61.8,86.2,0.74,52,60,12.1,40.32,5407967.626,6993729234,145.3598437,21686,1293.226905,5.185218202,3.021597309,1.040159888,0.002266227,0.017302081
Hamburg,99,11,Germany,42,18,12,28,1.68,1.1,104,0.133848134,4.343675418,104.6778043,105,15,0.019305019,1.431980907,1.145584726,8.591885442,,30,1.431980907,250,11.93317422,10,33,48,53,107.28,35.15,88.85,2095000,777,2700,70851,76413,98124,55901,75.3,2.2,59546,4.5,77.11,32.15,63.11,67.95,120.77,,15,81,50.56,86.2,0.74,47,60,9,29.1,18678535.45,1804173415,203.1578452,53302,96.59073222,4.929557409,2.63895266,1.074063287,0.015121057,0.016812295
Munich,100,11,Germany,37,21,14,28,1.73,3.8,95,0.203862661,4.8,195,46,0,0,0,0,0,0,30,1.5,3000,150,7,30,51,53,101.62,35.27,106.46,2000000,466,4300,-15407,147269,113663,47468,75.3,2.2,78834,3.3,74.72,40.93,59.27,74.68,131.73,,,81,85.43,86.2,0.74,53,60,8.5,17.74,3807902.142,6823369157,134.5453375,16969,1791.897192,5.180152593,2.936419785,1.051771049,0.005791235,0.021029545
Cologne-Bonn,101,13,Germany,43,21,12,24,1.64,2.8,0,0,0,0,0,0,0,0,0,0,0,29,1.371158392,822,38.86524823,18,34,52,61,,,,2115000,932,2300,12796,38895,56710,37442,75.3,2.2,58372,6,70.31,27.33,53.32,68.78,119.9,,13.41,76.1,60.93,86.2,0.74,45,60,27.6,,4838032.802,6043116958,122.2775313,23155,1249.08557,4.617196464,2.667341567,1.058703247,0.00600763,0.033076841
Frankfurt,102,13,Germany,38,20,11,31,1.68,4,0,0,0,0,0,0,0,0,0,0,0,30,1.554404145,300,15.54404145,9,28,50,53,87.12,24.85,63.05,1930000,648,3000,14000,46775,62225,50000,75.3,2.2,69523,4.5,76.29,33.73,64.77,69.19,127.46,,11,79.4,60.34,86.2,0.74,47,60,13.1,37.37,4088848.021,5019015329,117.8104711,20570,1227.488844,4.638227192,2.808742505,1.060649298,0.005520133,0.033763225
Accra,103,3,Ghana,13,62,,12,1.05,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4095000,971,4200,476573,795530,1132608,626340,54,6,1707.7,,64.46,48.97,59.9,44.06,14.1,0.5,10.6,62.4,51.89,29.6,0.16,,21,0.558786409,101.66,6602718.654,5238230551,131.0583298,30464,793.3445033,5.325573134,2.756400798,1.042460365,0.00043099,0.004370785
Kumasi,104,3,Ghana,,,,,1.05,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2965000,337,8800,491393,748291,905540,501719,54,6,1707.7,,,,,,,,10.6,62.4,,29.6,0.16,,21,0.558786409,,3122985.041,2482754129,162.1319199,11372,794.993923,5.14891586,2.628324015,1.056047501,0.000317822,0
Athens,105,12,Greece,53,37,2,8,1.9,5.4,84.7,0.145283019,1.752873563,141.8965517,113,0,0,0,0,0,0,0,0,0,0,0,37,58,56,149.83,36.88,156.87,3480000,583,6000,109787,202394,346149,184083,78,2.9,29764,28.7,60.14,12.49,46.33,64.95,54.69,,,81,50.02,59.9,0.66,44,,5.1,65.96,2938837.559,2793109984,249.5616133,6675,950.4131917,4.868995633,2.557532751,1.093387021,0.011883408,0.011285166
Thessaloniki,106,1,Greece,55,25,10,10,1.92,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,33,96.2,25.48,83.93,825000,194,4200,51067,75382,114998,62262,78,2.9,17979,30.2,56.97,10.59,43.19,58,56.06,,,81,66.09,59.9,0.66,37,,4.1,60.54,3867157.622,4015589524,107.8825426,21090,1038.382687,5.073490814,3.039200745,1.055844717,0.000517331,0.017865351
Guatemala City,107,2,Guatemala,1,15,6,78,0.95,19,0,0,0,0,0,24,0.061696658,,,26.35983264,11,0,0,0,0,0,,,,,,,2390000,389,6200,104911,220475,521763,326585,51.6,4.6,3100.2,,43.05,14.84,38.53,34.84,52.19,0.51,35,71.9,37.33,19.7,0.38,30,,0.866574175,,7031726.508,5736075214,104.5252406,38387,815.7420809,4.885249184,2.690607292,1.109605306,0.002598531,0.004582572
Conakry,108,3,Guinea,,,,,0.88,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1685000,161,10500,326214,494434,917287,562928,37.2,5.2,735.7,,,,,,,,35.4,59,,7.9,0.1,,,0.192422941,,1419842.387,1136547619,116.066573,7223,800.4744953,5.702406481,2.9231594,1.031449314,0.0002507,0
Port-au-Prince,109,3,Haiti,,,,,0.92,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2700000,267,10100,559197,449990,730863,435848,58.6,8.9,729.3,,,,,,,0.52,40.6,63.5,,10.6,0.15,,,0.23061016,,2957657.191,2461708239,125.1759434,13571,832.3169589,5.045068583,2.571249728,1.08786769,0.000841533,0
Tegucigalpa,110,3,Honduras,11,80,3,5,1.03,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1155000,148,7800,214746,258569,436291,242415,54.7,5.5,2137.8,,,,,,,0.51,61,74.6,,18.6,0.29,25,,1.15489309,,2407355.316,1959026280,129.5949244,10635,813.7669861,5.119624248,2.723910172,1.147129134,0.00206422,0
Hong Kong,111,11,Hong Kong,6,48,,44.7,2.05,1.8,174.7,0.612982456,1.222527473,234.478022,38,0,0,0,0,0,0,100,1.373626374,3000,41.20879121,1,36,57,68,154.06,43.26,179.42,7280000,285,25600,1017456,269872,749955,357303,100,0,36776.2,3.4,76.51,81.13,75.87,54.37,89.34,0.54,12.8,83.45,79.97,80.5,0.79,48,,6.260047304,68.37,2214745.297,1888228895,148.3022162,9025,852.5715791,3.728736541,2.949125753,1.131490936,0.006411275,0.07987073
Budapest,112,12,Hungary,35,45,2,18,1.42,4.4,38.2,0.039340886,2.08,120.96,121,0,0,0,0,0,0,75,3,1100,44,2,22,41,46,112.81,34.13,97.26,2500000,971,2600,-217961,-56645,107349,76400,71.2,4.1,22859,8.8,45.47,15.78,34.88,35.15,53.62,0.3,,75.9,60.81,72.6,0.63,44,,9.5,52.4,6047711.911,6686446572,135.1957595,26692,1105.615921,5.331751337,2.999131016,1.036275278,0.000451337,0.007843893
Delhi,113,4,India,19,42,12,21,1.14,9.1,213,0.098474341,0.621721391,36.87585001,15,0,0,0,0,0,0,7,0.027200311,,,11,,,,255.36,52.28,279.66,25735000,2163,11900,6006419,6202838,7338635,3661236,32.7,4.3,12747,3.14,28.43,9.73,26.24,22.02,81.69,0.36,13.7,64,39.65,28.3,0.32,40,17,1.590272829,92.48,21456378.58,8119260572,93.31051019,134785,378.4077795,5.298625603,2.758880814,1.049601706,0.000760508,0.00121591
Mumbai,114,4,India,15,45,6,27,1.27,3.2,11.4,0.012939841,0.052436094,4.369674459,3,0,0,0,0,0,0,,0,,0,6,,,,301.49,62.05,288.09,22885000,881,26000,3930364,3055196,4239060,2895829,32.7,4.3,7005,11.7,29.35,21.35,29.33,22.2,69.47,0.37,13.7,55.5,51.17,28.3,0.32,43,17,1.590272829,88.27,1738098.622,1449919058,124.2475246,8221,834.1983819,5.073402062,2.884639175,1.069183997,0.002072665,0.0192984
Kolkata,115,4,India,,,,,1.19,9.4,28.1,0.02333887,0.162052667,16.01958136,33,0,0,0,0,0,0,0,0,0,0,0,,,,359.43,71.05,393.79,14810000,1204,12300,2168402,1225036,2364481,2063422,32.7,4.3,4036,34,26.01,6.67,25.36,20.72,64.86,0.37,13.7,58,48,28.3,0.32,36,17,1.590272829,81.91,5988758.316,5116378102,125.9465471,28045,854.3303691,5.083076754,2.615598197,1.083988216,0.000713892,0.002037881
Chennai,116,4,India,30,39,9,22,1.19,26.6,19,0.019567456,0.130195293,0.901352028,2,0,0,0,0,0,0,0,0,0,0,0,,,,175.13,43.12,195.91,9985000,971,10300,1014551,2169897,2798700,1492962,32.7,4.3,6469,18.7,25.92,7.14,26.99,15.78,83.02,0.37,13.7,68.3,55.63,28.3,0.32,38,17,1.590272829,78.65,6561095.874,7424636579,94.28352001,40783,1131.615316,5.258332846,2.714550094,1.049839414,0.000444566,0.002850357
Bangalore,117,4,India,25,35,7,26,1.19,8.9,31.5,0.027015437,0.295130349,3.935071323,6,0,0,0,0,0,0,,0,150,1.475651746,5,,,,227.41,49.2,235.9,10165000,1166,8700,1531099,2707743,3366398,1551803,32.7,4.3,5051,,26.65,8.72,27.21,16.66,98.88,0.37,13.7,68.3,52.02,28.3,0.32,41,17,1.590272829,83.16,10953195.8,8872229990,89.92697762,70842,810.0129086,5.343632142,2.759793873,1.043144291,0.000389983,0.007013089
Jaipur,118,2,India,39,17,7,37,1.19,25.5,9.6,0.023188406,0.258249641,2.037302726,2,7,0.016908213,0.286944046,0.573888092,0.570043042,8,0,0,0,0,0,,,,,,,3485000,414,8400,781384,757246,970860,569027,32.7,4.3,1861.5,,25.03,4.43,24.48,15.59,77.98,0.37,13.7,68.3,,28.3,0.32,33,17,1.590272829,63.75,6609068.644,5845917435,86.45294968,46444,884.5296894,5.359460827,2.762322926,1.05575214,0.000431537,0
Hyderabad,119,4,India,,,,,1.19,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,173.11,41.4,193.88,7750000,1230,6300,1252822,2132127,2697666,1371794,32.7,4.3,5063,,23.77,6,24.47,14.43,82.91,,13.7,68.3,60.95,28.3,0.32,36,17,1.590272829,81.35,12928677.91,15539085998,64.70518299,116365,1201.908355,5.406721636,2.755360845,1.049509105,0.00049942,0.001443078
Pune,120,4,India,54,12,11,22,1.19,5.2,0,0,0,0,0,29,0.060542797,,,3.474503025,3,0,0,0,0,0,,,,236.99,51.11,250.42,5785000,479,12100,1224936,1296609,1630382,905552,32.7,4.3,1861.5,,26.42,7.55,26.91,19.5,110.53,,13.7,68.3,53.7,28.3,0.32,36,17,1.590272829,78.1,5700998.399,4744294436,120.1753494,27097,832.1865932,4.852631291,2.595167073,1.076220322,0.001635461,0.0000873
Surat,121,4,India,31,13,13,42,1.19,5,0,0,0,0,0,10,0.042918455,,,0.712401055,4,0,0,0,0,0,,,,,,,5685000,233,24400,1230362,1739660,2161537,930178,32.7,4.3,1861.5,,25.65,4.69,24.79,20.36,57.18,,13.7,68.3,71.94,28.3,0.32,33,17,1.590272829,62.08,1563874.291,1323296968,271.4588251,3428,846.1658176,5.573474002,2.905048983,1.052227028,0.000540833,0
Lucknow,122,2,India,,,,,1.19,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3260000,324,10100,607258,632892,850121,529439,32.7,4.3,1861.5,,26.93,4.98,27.38,16.27,59.56,,13.7,68.3,50.31,28.3,0.32,32,17,1.590272829,85.63,3879658.402,3429321574,147.4650653,15914,883.9235877,5.35525649,2.966214314,1.075368375,0.000693977,0
Ahmedabad,123,4,India,42,15,14,22,1.19,4.8,0,0,0,0,0,82,0.234285714,,,5.263157895,9,8,0.107962213,,,5,,,,183.89,43,139.18,7410000,350,21200,1172055,1782957,2242523,1146719,32.7,4.3,1861.5,,25.09,5.56,25.32,16.68,70.99,,13.7,68.3,70.73,28.3,0.32,36,17,1.590272829,70.71,3438665.601,2947476275,167.4457344,11901,857.1569956,5.014006762,2.834333816,1.054712086,0.001266032,0.001600683
